id,provincia,canton,nombre,tipo_parroquia
5705,9,510,NARANJITO,Urbana
6460,9,940,NARCISA DE JESUS,Urbana
2540,17,60,NAYON,Rural
2545,3,245,NAZON,Rural
6645,12,540,NICOLAS INFANTE DIAZ,Urbana
2550,1,885,NIEVES,Rural
2555,13,460,NOBOA,Rural
2560,17,60,NONO,Rural
1600,13,230,NOVILLO,Rural
2575,11,345,NUEVA FATIMA,Rural
5710,21,625,NUEVA LOJA,Urbana
2565,14,595,NUEVA TARQUI,Rural
4570,19,130,NUEVO PARAISO,Rural
1940,22,645,NUEVO PARAISO,Rural
1120,19,981,NUEVO QUITO,Rural
5700,22,630,NUEVO ROCAFUERTE,Urbana
6990,7,355,NUEVO SANTA ROSA,Urbana
5770,7,365,OCHOA LEON/MATRIZ,Urbana
2595,1,260,OCTAVIO CORDERO PALACIOS,Rural
6730,11,311,OLMEDO,Urbana
6495,13,970,OLMEDO /PUCA,Urbana
2600,17,65,OLMEDO/PESILLO,Rural
5720,9,390,OLMEDO/SAN ALEJO,Urbana
6360,1,780,OÑA,Urbana
2630,11,310,ORIANGA,Rural
2635,17,65,OTON,Rural
2640,15,255,OYACACHI,Rural
2675,10,55,PABLO ARENAS,Rural
6870,14,796,PABLO SEXTO,Urbana
1290,21,625,PACAYACU,Rural
5745,7,705,PACCHA,Urbana
2680,1,260,PACCHA,Rural
1015,19,775,PACHICUTZA,Rural
2690,17,60,PACTO,Rural
5755,13,495,PAJAN,Urbana
6740,19,661,PALANDA,Urbana
6330,12,750,PALENQUE,Urbana
5725,9,675,PALESTINA,Urbana
2710,11,295,PALETILLAS,Rural
6540,6,830,PALLATANGA,Urbana
2720,21,650,PALMA ROJA,Rural
2715,7,375,PALMALES,Rural
2725,1,955,PALMAS,Rural
2730,6,210,PALMIRA,Rural
815,5,930,PALO QUEMADO,Rural
5760,14,615,PALORA,Urbana
2670,8,565,PAMPANAL DE BOLIVAR,Rural
2750,14,925,PAN DE AZUCAR,Rural
2765,21,720,PANACOCHA,Rural
2745,3,250,PANCHO NEGRO,Rural
4600,19,980,PANGUINTZA,Rural
2755,15,620,PANO,Rural
2760,5,110,PANZALEO,Rural
2770,15,635,PAPALLACTA,Rural
6885,19,981,PAQUISHA,Urbana
5765,9,430,PARAISO,Urbana
2775,18,135,PASA,Rural
6940,7,365,PASAJE,Urbana
6405,9,390,PASCUALES,Urbana
2785,10,35,PATAQUI,Rural
5830,18,155,PATATE,Urbana
150,12,945,PATRICIA PILAR,Rural
2795,14,605,PATUCA,Rural
5775,1,275,PAUTE,Urbana
6430,13,910,PEDERNALES,Urbana
5735,9,715,PEDRO CARBO,Urbana
2810,13,455,PEDRO PABLO GOMEZ,Rural
6415,17,895,PEDRO VICENTE MALDONADO,Urbana
5780,18,140,PELILEO,Urbana
5900,18,140,PELILEO GRANDE /R. MINO,Urbana
5740,6,225,PENIPE,Urbana
2820,10,40,PEÑAHERRERA,Rural
2825,17,60,PERUCHO,Rural
250,4,10,PIARTAL,Rural
2830,18,135,PICAYHUA,Rural
6550,13,840,PICHINCHA /GERMUD,Urbana
5845,13,440,PICOAZA,Urbana
2850,7,370,PIEDRAS,Rural
2855,17,60,PIFO,Rural
2860,18,135,PILAHUIN,Rural
2865,5,105,PILALO,Rural
5785,18,145,PILLARO,Urbana
5750,10,50,PIMAMPIRO,Urbana
2875,12,515,PIMOCHA,Rural
5810,11,730,PINDAL /FEDERICO PAEZ,Urbana
2885,3,235,PINDILIG,Rural
4555,18,850,PINGUILI,Rural
2890,5,120,PINLLOPATA,Rural
2895,17,60,PINTAG,Rural
5790,7,370,PIÑAS,Urbana
6675,7,370,PIÑAS GRANDE,Urbana
2900,4,5,PIOTER,Rural
5840,18,135,PISHILATA,Urbana
2905,6,215,PISTISHI,Rural
4645,23,982,PLAN PILOTO,Rural
6950,7,755,PLATANILLOS,Urbana
2915,10,40,PLAZA GUTIERREZ/CALVARIO,Rural
2920,5,100,POALO,Rural
2925,17,60,POMASQUI,Rural
3055,16,680,POMONA,Rural
2930,22,725,POMPEYA,Rural
7220,17,60,PONCEANO,Urbana
5850,7,690,PORTOVELO,Urbana
5795,13,440,PORTOVIEJO,Urbana
2940,9,390,POSORJA,Rural
2945,18,145,PRESIDENTE URBINA,Rural
2950,1,915,PRINCIPAL,Rural
1225,7,365,PROGRESO,Rural
6510,20,800,PTO. BAQUERIZO MORENO,Urbana
5815,22,645,PTO. FCO. DE ORELLANA,Urbana
2955,19,660,PUCAPAMBA,Rural
5690,1,555,PUCARA,Urbana
2965,5,825,PUCAYACO,Rural
2970,13,440,PUEBLO NUEVO,Rural
5800,12,530,PUEBLO VIEJO,Urbana
2975,6,225,PUELA,Rural
2980,17,60,PUELLARO,Rural
2985,17,60,PUEMBO,Rural
7225,17,60,PUENGASI,Urbana
6505,20,805,PUERTO AYORA,Urbana
5805,7,350,PUERTO BOLIVAR,Urbana
3005,21,650,PUERTO BOLIVAR,Rural
2990,13,455,PUERTO CAYO,Rural
6670,7,355,PUERTO JELI,Urbana
3615,21,865,PUERTO LIBRE,Rural
4440,23,85,PUERTO LIMON,Rural
6575,13,975,PUERTO LOPEZ,Urbana
3000,15,620,PUERTO MISAHUALLI,Rural
1050,22,935,PUERTO MURIALDO,Rural
3050,15,620,PUERTO NAPO,Rural
3015,12,530,PUERTO PECHICHE,Rural
6125,17,896,PUERTO QUITO,Urbana
3020,21,650,PUERTO RODRIGUEZ,Rural
6515,20,810,PUERTO VILLAMIL,Urbana
5820,5,105,PUJILI,Urbana
3025,6,215,PUMALLACTA,Rural
4575,14,926,PUMPUENTSA,Rural
3030,9,390,PUNA,Rural
3035,6,195,PUNGALA,Rural
3040,6,195,PUNIN,Rural
3045,11,335,PURUNUMA /EGUIGUREN,Rural
5825,16,680,PUYO,Urbana
5835,18,160,QUERO,Urbana
5855,12,540,QUEVEDO,Urbana
6260,11,740,QUILANGA /LA PAZ,Urbana
3095,6,195,QUIMIAG,Rural
1780,11,300,QUINARA,Rural
3100,17,60,QUINCHE,Rural
1375,18,90,QUINCHICOTO,Rural
3105,1,260,QUINGEO,Rural
3125,8,570,QUINGUE,Rural
6915,12,546,QUINSALOMA,Urbana
3115,10,40,QUIROGA,Rural
3110,13,485,QUIROGA,Rural
3120,18,135,QUISAPINCHA,Rural
7230,17,60,QUITUMBE,Urbana
5875,1,260,RAMIREZ DAVALOS,Urbana
3155,5,120,RAMON CAMPAÑA,Rural
4515,2,175,REGULO DE MORA,Rural
3160,1,265,REMIGIO CRESPO TORAL,Rural
3175,12,535,RICAURTE,Rural
3170,13,480,RICAURTE,Rural
3165,1,260,RICAURTE,Rural
1730,14,590,RIO BLANCO,Rural
2050,7,380,RIO BONITO,Rural
3185,13,440,RIO CHICO,Rural
3180,16,680,RIO CORRIENTES,Rural
3190,18,150,RIO NEGRO,Rural
3195,16,680,RIO TIGRE,Rural
5870,23,85,RIO TOACHI,Urbana
6720,8,561,RIO VERDE,Urbana
5865,23,85,RIO VERDE,Urbana
3200,18,150,RIO VERDE,Rural
3210,3,235,RIVERA,Rural
3235,9,420,ROBERTO ASTUDILLO,Rural
5880,9,390,ROCA,Urbana
5890,9,390,ROCAFUERTE,Urbana
5885,13,465,ROCAFUERTE,Urbana
3215,8,561,ROCAFUERTE,Rural
3220,21,640,ROSA FLORIDA,Rural
5895,8,575,ROSA ZARATE,Urbana
3225,14,595,ROSARIO,Rural
7235,17,60,RUMIPAMBA,Urbana
4550,18,160,RUMIPAMBA,Rural
3230,17,80,RUMIPAMBA,Rural
1950,22,725,RUMIPAMBA,Rural
6350,17,770,S. MIGUEL DE LOS BANCOS,Urbana
3260,19,655,SABANILLA,Rural
3255,11,315,SABANILLA,Rural
1670,9,715,SABANILLA,Rural
3265,11,325,SABIANGO,Rural
3270,11,335,SACAPALCA,Rural
5915,10,30,SAGRARIO,Urbana
5910,10,40,SAGRARIO,Urbana
5905,1,260,SAGRARIO,Urbana
1920,13,975,SALANGO,Rural
3905,18,140,SALASACA,Rural
3275,7,690,SALATI,Rural
3280,8,570,SALIMA,Rural
5920,24,405,SALINAS,Urbana
3290,10,30,SALINAS,Rural
3285,2,165,SALINAS,Rural
5200,9,430,SALITRE,Urbana
1750,7,360,SALVIAS,Rural
5925,9,425,SAMBORONDON,Urbana
3300,18,145,SAN ANDRES,Rural
3295,6,200,SAN ANDRES,Rural
2110,19,660,SAN ANDRES,Rural
3330,7,355,SAN ANTONIO,Rural
3325,17,60,SAN ANTONIO,Rural
3320,14,600,SAN ANTONIO,Rural
3315,10,30,SAN ANTONIO,Rural
3305,3,240,SAN ANTONIO,Rural
545,11,310,SAN ANTONIO,Rural
3350,13,480,SAN ANTONIO / DEL PELUDO,Rural
3335,6,225,SAN ANTONIO DE BAYUSHIG,Rural
3340,11,305,SAN ANTONIO DE CUMBE,Rural
3345,11,740,SAN ANTONIO DE LAS ARADAS,Rural
7240,17,60,SAN BARTOLO,Urbana
3360,1,280,SAN BARTOLOME,Rural
3355,18,135,SAN BARTOLOME,Rural
5930,1,260,SAN BLAS,Urbana
3365,10,55,SAN BLAS,Rural
5940,5,100,SAN BUENAVENTURA,Urbana
6115,12,540,SAN CAMILO,Urbana
4425,12,540,SAN CARLOS,Rural
3370,9,435,SAN CARLOS,Rural
415,22,725,SAN CARLOS,Rural
1770,19,655,SAN CARLOS DE LAS MINAS,Rural
3920,14,925,SAN CARLOS DE LIMON,Rural
6635,12,540,SAN CRISTOBAL,Urbana
3375,1,275,SAN CRISTOBAL,Rural
1365,14,605,SAN FCO. DE CHINIMBIMI,Rural
3410,3,245,SAN FCO. DE SAGEO,Rural
3400,10,45,SAN FCO.DE NATABUELA,Rural
6565,1,855,SAN FERNANDO,Urbana
3380,18,135,SAN FERNANDO,Rural
5960,10,30,SAN FRANCISCO,Urbana
5955,10,40,SAN FRANCISCO,Urbana
5950,3,235,SAN FRANCISCO,Urbana
5945,18,135,SAN FRANCISCO,Urbana
3390,8,570,SAN FRANCISCO,Rural
3395,15,635,SAN FRANCISCO DE BORJA,Rural
3405,8,565,SAN FRANCISCO DE ONZOLE,Rural
3415,10,50,SAN FRANCISCO DE SIGSIPAMBA,Rural
4505,19,661,SAN FRANCISCO DEL VERGEL,Rural
885,1,270,SAN GERARDO,Rural
3425,6,200,SAN GERARDO / PAQUICAHUAN,Rural
3430,8,570,SAN GREGORIO,Rural
3445,13,475,SAN ISIDRO,Rural
3440,14,590,SAN ISIDRO,Rural
3435,4,15,SAN ISIDRO,Rural
1075,7,755,SAN ISIDRO,Rural
3450,6,200,SAN ISIDRO DE PATULU,Rural
7245,17,60,SAN ISIDRO DEL INCA,Urbana
1435,9,125,SAN JACINTO,Rural
710,14,925,SAN JACINTO DE WAKAMBEIS,Rural
1970,23,85,SAN JACINTO DEL BUA,Rural
3455,8,580,SAN JAVIER DE CACHABI,Rural
3460,1,260,SAN JOAQUIN,Rural
6825,11,290,SAN JOSE,Urbana
5970,4,10,SAN JOSE,Urbana
4530,7,705,SAN JOSE,Rural
2100,16,880,SAN JOSE,Rural
1300,24,410,SAN JOSE DE ANCON,Rural
4620,17,65,SAN JOSE DE AYORA,Rural
1505,8,565,SAN JOSE DE CAYAPAS,Rural
3465,10,45,SAN JOSE DE CHALTURA,Rural
3470,8,570,SAN JOSE DE CHAMANGA,Rural
5975,2,170,SAN JOSE DE CHIMBO,Urbana
1680,22,935,SAN JOSE DE DAHUANO,Rural
1945,22,645,SAN JOSE DE GUAYUSA,Rural
3475,17,60,SAN JOSE DE MINAS,Rural
1295,14,797,SAN JOSE DE MORONA,Rural
3480,22,935,SAN JOSE DE PAYAMINO,Rural
3485,18,145,SAN JOSE DE POALO,Rural
3490,10,35,SAN JOSE DE QUICHINCHE,Rural
3495,1,280,SAN JOSE DE RARANGA,Rural
3500,2,180,SAN JOSE DE TAMBO,Rural
45,6,200,SAN JOSE DEL CHAZO,Rural
7250,17,60,SAN JUAN,Urbana
3515,6,195,SAN JUAN,Rural
3510,12,530,SAN JUAN,Rural
3505,1,265,SAN JUAN,Rural
6445,14,925,SAN JUAN BOSCO,Urbana
375,7,705,SAN JUAN DE CERRO AZUL,Rural
3525,10,35,SAN JUAN DE ILUMAN,Rural
4580,15,620,SAN JUAN DE MUYUNA,Rural
3530,5,100,SAN JUAN DE PASTOCALLE,Rural
3535,11,315,SAN JUAN DE POZUL,Rural
6130,8,580,SAN LORENZO,Urbana
3550,13,450,SAN LORENZO,Rural
3545,2,165,SAN LORENZO,Rural
7475,13,455,SAN LORENZO DE JIPIJAPA,Urbana
3555,11,300,SAN LUCAS,Rural
5980,10,35,SAN LUIS,Urbana
3560,6,195,SAN LUIS,Rural
1935,22,645,SAN LUIS DE ARMENIA,Rural
795,2,165,SAN LUIS DE PAMBIL,Rural
3565,14,605,SAN LUIS DEL ACHO,Rural
1575,1,915,SAN MARTIN DE PUZHIO,Rural
6135,13,450,SAN MATEO,Urbana
5990,9,430,SAN MATEO,Urbana
3570,8,560,SAN MATEO,Rural
5995,2,175,SAN MIGUEL,Urbana
3575,3,235,SAN MIGUEL,Rural
3250,14,600,SAN MIGUEL DE CONCHAY,Rural
3580,14,595,SAN MIGUEL DE CUYES,Rural
6000,5,110,SAN MIGUEL DE SALCEDO,Urbana
3585,18,145,SAN MIGUELITO,Rural
6585,13,440,SAN PABLO,Urbana
3590,10,35,SAN PABLO,Rural
1105,13,470,SAN PABLO,Rural
3595,2,175,SAN PABLO DE ATENAS,Rural
3600,11,305,SAN PABLO DE TENTA,Rural
3605,15,700,SAN PABLO DE USHPAYACU,Rural
3610,11,290,SAN PEDRO DE LA BENDITA,Rural
600,21,720,SAN PEDRO DE LOS COFANES,Rural
1980,13,500,SAN PEDRO DE SUMA,Rural
6605,17,80,SAN PEDRO DE TABOADA,Urbana
4540,11,300,SAN PEDRO DE VILCABAMBA,Rural
3625,13,440,SAN PLACIDO,Rural
6600,17,80,SAN RAFAEL,Urbana
3630,10,35,SAN RAFAEL,Rural
1055,4,25,SAN RAFAEL,Rural
1690,1,555,SAN RAFAEL DE SHARUG,Rural
3650,7,370,SAN ROQUE,Rural
3645,21,720,SAN ROQUE,Rural
3640,10,45,SAN ROQUE,Rural
4610,1,285,SAN SALVADOR DE CAÑARIBAMBA,Rural
6015,11,300,SAN SEBASTIAN,Urbana
6010,1,260,SAN SEBASTIAN,Urbana
3655,2,170,SAN SEBASTIAN,Rural
1060,13,840,SAN SEBASTIAN,Rural
3660,22,725,SAN SEBASTIAN DE COCA,Rural
3665,11,305,SAN SEBASTIAN DE YULOG,Rural
3670,2,165,SAN SIMON,Rural
6785,13,477,SAN VICENTE,Urbana
6025,11,320,SAN VICENTE,Urbana
3900,2,175,SAN VICENTE,Rural
1650,1,960,SAN VICENTE,Rural
400,22,935,SAN VICENTE DE HUATICOCHA,Rural
3680,4,25,SAN VICENTE DE PUSIR,Rural
3420,14,615,SANGAY,Rural
5965,17,80,SANGOLQUI,Urbana
1550,11,320,SANGUILLIN,Rural
6030,13,470,SANTA ANA,Urbana
3685,1,260,SANTA ANA,Rural
3690,21,640,SANTA BARBARA,Rural
1790,21,625,SANTA CECILIA,Rural
6395,16,880,SANTA CLARA,Urbana
6040,24,410,SANTA ELENA,Urbana
3705,21,650,SANTA ELENA,Rural
3710,2,165,SANTA FE,Rural
40,6,200,SANTA FE DE GALAN,Rural
6045,1,285,SANTA ISABEL,Urbana
6580,9,870,SANTA LUCIA,Urbana
4595,8,565,SANTA LUCIA DE LAS PEÑAS,Rural
2045,23,85,SANTA MARIA DEL TOACHI,Rural
1800,13,450,SANTA MARIANITA,Rural
1140,14,610,SANTA MARIANITA DE JESUS,Rural
1765,4,5,SANTA MARTHA DE CUBA,Rural
6055,13,480,SANTA RITA,Urbana
3725,8,580,SANTA RITA,Rural
6925,24,405,SANTA ROSA,Urbana
6060,7,355,SANTA ROSA,Urbana
3730,18,135,SANTA ROSA,Rural
1985,20,805,SANTA ROSA,Rural
3740,9,435,SANTA ROSA DE FLANDES,Rural
3745,15,255,SANTA ROSA DE QUIJOS,Rural
3750,21,745,SANTA ROSA DE SUCUMBIOS,Rural
3755,11,815,SANTA RUFINA,Rural
3760,14,600,SANTA SUSANA DE CHIVIAZA,Rural
3765,11,340,SANTA TERESITA,Rural
6890,14,797,SANTIAGO,Urbana
3775,2,175,SANTIAGO,Rural
3770,11,300,SANTIAGO,Rural
1785,14,925,SANTIAGO DE PANANZA,Rural
4430,6,205,SANTIAGO DE QUITO,Rural
6065,23,85,SANTO DOMINGO,Urbana
4465,8,565,SANTO DOMINGO DE ONZOLE,Rural
6070,5,115,SAQUISILI,Urbana
1385,7,370,SARACAY,Rural
6075,11,305,SARAGURO,Urbana
3790,15,255,SARDINAS,Rural
3795,1,260,SAYAUSI,Rural
3815,11,305,SELVA ALEGRE,Rural
3810,10,35,SELVA ALEGRE,Rural
3805,8,565,SELVA ALEGRE,Rural
3820,6,215,SEVILLA,Rural
1095,21,745,SEVILLA,Rural
6480,1,955,SEVILLA DE ORO,Urbana
3830,14,590,SEVILLA DON BOSCO,Rural
3835,1,285,SHAGLLI,Rural
3840,16,685,SHELL,Rural
525,14,611,SHIMPIS,Rural
6140,21,720,SHUSHUFINDI CENTRAL,Urbana
3845,6,215,SIBAMBE,Rural
6080,6,205,SICALPA,Urbana
3850,1,260,SIDCAY,Rural
780,21,720,SIETE DE JULIO,Rural
6655,12,540,SIETE DE OCTUBRE,Urbana
6450,5,930,SIGCHOS,Urbana
6085,1,280,SIGSIG,Urbana
3860,2,165,SIMIATUG,Rural
6910,13,440,SIMON BOLIVAR,Urbana
6385,9,790,SIMON BOLIVAR,Urbana
4510,16,680,SIMON BOLIVAR,Rural
3915,24,410,SIMON BOLIVAR,Rural
3780,1,265,SIMON BOLIVAR,Rural
6905,8,560,SIMON PLATA TORRES,Urbana
4485,14,590,SINAI,Rural
3870,1,260,SININCAY,Rural
1700,7,360,SINSAO,Rural
6465,12,945,SN JACINTO DE BUENA FE,Urbana
7255,17,60,SOLANDA,Urbana
3875,3,905,SOLANO,Rural
6120,11,345,SOZORANGA,Urbana
3720,22,630,STA. MARIA DE HUIRIRIMA,Rural
3735,17,65,STA.ROSA DE CUSUBAMBA,Rural
3880,8,785,SUA/BOCANA,Rural
6105,13,460,SUCRE,Urbana
6100,11,300,SUCRE,Urbana
6095,9,390,SUCRE,Urbana
6090,1,260,SUCRE,Urbana
3885,18,155,SUCRE,Rural
6110,14,610,SUCUA,Urbana
3890,15,635,SUMACO,Rural
310,11,305,SUMAYPAMBA,Rural
6715,3,241,SUSCAL,Urbana
1540,1,780,SUSUDEL,Rural
3925,17,60,TABABELA,Rural
6145,17,75,TABACUNDO,Urbana
3930,8,560,TABIAZO,Rural
3935,11,345,TACAMOROS,Rural
3940,8,560,TACHINA,Rural
3945,3,235,TADAY,Rural
6700,14,926,TAISHA,Urbana
1930,15,620,TALAG,Rural
3960,17,70,TAMBILLO,Rural
3955,8,580,TAMBILLO,Rural
3965,5,100,TANICUCHI,Rural
3970,11,300,TAQUIL /MIGUEL RIOFRIO,Rural
1245,22,645,TARACOA,Rural
6765,21,626,TARAPOA,Urbana
3975,9,425,TARIFA,Rural
6155,13,450,TARQUI,Urbana
6150,9,390,TARQUI,Urbana
3985,16,680,TARQUI,Rural
3980,1,260,TARQUI,Rural
3990,9,435,TAURA,Rural
4115,14,605,TAYUZA,Rural
4170,8,565,TELEMBI,Rural
3995,2,170,TELIMBELA,Rural
6160,15,620,TENA,Urbana
4000,7,380,TENDALES,Rural
4120,9,390,TENGUEL,Rural
4010,19,655,TIMBARA,Rural
1515,8,565,TIMBIRE,Rural
4015,5,105,TINGO,Rural
7485,22,630,TIPUTINI,Urbana
5515,18,90,TISALEO,Urbana
4030,6,215,TIXAN,Rural
1495,11,315,TNTE M.RODRIGUEZ LOAYZA,Rural
4005,16,680,TNTE. HUGO ORTIZ,Rural
4035,5,100,TOACAZO,Rural
4040,4,5,TOBAR DONOSO,Rural
4045,17,75,TOCACHI,Rural
4165,20,810,TOMAS DE BERLANGA,Rural
4050,1,275,TOMEBAMBA,Rural
4055,8,785,TONCHIGUE,Rural
1615,8,785,TONSUPA,Rural
4525,7,355,TORATA,Rural
6170,13,550,TOSAGUA,Urbana
5360,1,260,TOTORACOCHA,Urbana
4065,18,135,TOTORAS,Rural
6375,7,365,TRES CERRITOS,Urbana
1955,22,725,TRES DE NOVIEMBRE,Rural
4385,19,980,TRIUNFO DORADO,Rural
4070,4,5,TUFIÑO,Rural
6165,4,5,TULCAN,Urbana
4075,8,580,TULULBI /RICAURTE,Rural
4080,10,55,TUMBABIRO,Rural
4085,17,60,TUMBACO,Rural
945,19,775,TUNDAYME,Rural
4090,17,75,TUPIGACHI,Rural
4095,1,260,TURI,Rural
7260,17,60,TURUBAMBA,Urbana
4100,3,245,TURUPAMBA,Rural
1205,14,926,TUTINENTZA,Rural
4105,19,665,TUTUPALI,Rural
4135,18,150,ULBA,Rural
810,18,135,UNAMUNCHO,Rural
6820,7,695,UNION LOJANA,Urbana
1965,22,725,UNION MILAGREÑA,Rural
4130,4,5,URBINA,Rural
4125,8,580,URBINA,Rural
6190,10,55,URCUQUI,Urbana
6185,9,390,URDANETA,Urbana
4145,11,305,URDANETA/PAQUISHAPA,Rural
4150,11,320,UTUANA,Rural
4155,17,70,UYUMBICHO,Rural
4160,7,365,UZHCURRUMI,Rural
4185,10,40,VACAS GALINDO,Rural
6205,8,565,VALDEZ/LIMONES/,Urbana
6685,12,516,VALENCIA,Urbana
4195,19,661,VALLADOLID,Rural
6210,11,300,VALLE,Urbana
4200,1,260,VALLE,Rural
185,9,715,VALLE DE LA VIRGEN,Rural
305,23,85,VALLE HERMOSO,Rural
410,6,200,VALPARAISO,Rural
6220,6,195,VELASCO,Urbana
6225,9,385,VELASCO IBARRA,Urbana
6230,6,195,VELOZ,Urbana
6235,12,545,VENTANAS,Urbana
1775,3,240,VENTURA,Rural
6640,12,540,VENUS DEL RIO QUEVEDO,Urbana
4205,16,680,VERACRUZ,Rural
6275,24,405,VICENTE ROCAFUERTE,Urbana
4210,11,330,VICENTINO,Rural
4230,8,575,VICHE,Rural
4220,9,430,VICTORIA,Rural
4215,7,355,VICTORIA,Rural
4225,1,260,VICTORIA DEL PORTETE,Rural
4235,11,300,VILCABAMBA/VICTORIA,Rural
6245,12,525,VINCES,Urbana
1915,9,395,VIRGEN DE FATIMA,Rural
6660,12,540,VIVA ALFARO,Urbana
4240,8,560,VUELTA LARGA,Rural
1070,13,500,WILFRIDO LOOR MOREIRA,Rural
6265,9,390,XIMENA,Urbana
6285,9,395,YAGUACHI NUEVO,Urbana
4275,9,395,YAGUACHI VIEJO/CONE,Rural
1000,11,310,YAMANA,Rural
4310,18,160,YANAYACU MOCHAPATA,Rural
4280,11,300,YANGANA / ARSENIO CASTILLO,Rural
5370,1,260,YANUNCAY,Urbana
6295,19,670,YANZATZA,Urbana
4290,17,60,YARUQUI,Rural
6290,6,195,YARUQUIES,Urbana
4295,22,630,YASUNI,Rural
4300,14,611,YAUPI,Rural
4305,14,600,YUNGANZA /EL ROSARIO,Rural
4455,11,290,ZAMBI,Rural
4325,17,60,ZAMBIZA,Rural
6305,19,655,ZAMORA,Urbana
1620,13,230,ZAPALLO,Rural
4330,12,545,ZAPOTAL,Rural
6320,11,295,ZAPOTILLO,Urbana
6180,23,85,ZARACAY,Urbana
3785,16,680,ZARAYACU,Rural
6310,7,360,ZARUMA,Urbana
4340,1,265,ZHIDMAD,Rural
4345,3,240,ZHUD,Rural
6315,19,660,ZUMBA,Urbana
4365,5,105,ZUMBAHUA,Rural
6625,19,980,ZUMBI,Urbana
4360,14,590,ZUNAC,Rural
1675,19,130,ZURMI,Rural
